GeneSymbol	cd8_eff	cd8_mem	th1_rest	th1_act	th2_rest	th2_act	cd4_mem_rest	cd4_mem_act	treg	nk_rest	nk_act	dc_rest	dc_act	pmn	baso	mast_pro	mast_naive	eos	tfh	mac_1	mac_2	mac_3	mac_4	mac_5	mac_6	mac_7
BRICD5	20.62459512333584	18.691170711164222	20.797285058715627	20.70211383762637	24.10607308507085	21.604233227050926	15.926353609635628	16.02726068316679	63.35657820200288	16.526607794307935	16.238307355142368	18.084255575003272	15.011368103774108	28.63137639683656	723.1890062242419	583.9351246903054	12.853906372047401	10.459271448907595	23.506898772379998	32.7567661006292	31.3628206017992	25.09975194634555	35.64240899391689	32.16462534642285	23.040663177993526	27.156088982635627
GPNMB	5.542773049782325	11.407239281967795	6.189878158334687	6.000469012748353	6.464290311218474	6.316016993933039	7.921788446625894	8.325129921989024	8.335613298831353	9.753823036319497	7.785608640788147	1166.7838030598723	193.29291025395278	8.559525346809352	16.087360093412617	13.081285475485394	1317.898234815987	14.230665115106973	5.454476829878986	597.5837819338727	588.6497731104014	1174.2863604039167	1324.983488909214	365.5759256957191	1419.5511436454487	278.3913923900079
NBEAL1	128.1416305104284	1360.2682092507168	112.34777534044149	113.37384011412549	140.06176728895625	140.67351743676195	2586.9854552473503	2254.412059056169	2503.1403650579864	2166.852303038757	1747.9061292146537	1579.4482644016593	1546.7469850346226	385.34650783345455	60.3574953363775	714.8973399998607	3719.230509180583	1056.02933003565	126.63902745551574	10.541881133916458	11.181082985715351	10.163384937696335	10.651076742393109	11.007489086590276	10.667098974094069	10.793029103308719
SH3YL1	47.04391376418678	105.82667200939694	20.06403253574648	19.837372200449035	22.16198188433525	21.694164067954393	414.41249386110013	44.37651777186591	37.885378026244446	121.31456773726366	34.47356708329846	41.0905747198849	11.264501591052761	9.70015311592181	56.9919151175525	37.463830293321564	128.84040650901497	41.67338827642987	32.61574119028625	41.77214342611865	28.775708151621412	26.408497442412468	23.93909070277633	27.484333630668743	43.79098089297722	32.28078420784331
PTPRO	7.159922506065	9.877259815149246	6.589200368611738	6.032476267203374	6.39118311562281	6.542507191784675	11.442675552842397	11.523271755226517	11.815047380785714	13.628527918559854	9.65116521575124	390.16897587302145	175.82659635644987	13.72900090652223	13.304528658495647	11.09219245173118	21.629040954891565	14.280110652365833	7.253061841266058	70.78563878658338	46.47681633178904	48.47748503511008	47.49449621688839	29.166172436996035	55.40159959183347	33.00856568192794
MORN1	19.631089293666165	40.34382109421054	15.446873133709927	18.17389525829021	15.35287302449902	17.17374841043826	27.744264243581856	26.917561580351673	256.4365563034661	20.831664985737152	25.054899183607663	21.6761831245892	27.350871564286027	43.568933157588	10.881661682785252	11.308466421957283	7.003922134266724	9.047607470928188	15.287191411201396	7.981965206992971	8.31192185877601	8.402615439065123	8.475947989388901	8.881729835905567	10.323969834879128	10.162477305561143
RPS6KA5	28.38218724470744	15.578073803901523	32.856131542226	14.615954615989379	47.41149340103123	24.431723213099243	53.09184792962722	86.57183362902354	100.36889049595553	58.81847107852866	131.80122967709357	21.014476397968412	23.598378369976658	158.47388559272883	12.916414649694014	30.39147567645055	120.95069475622046	76.83236165393366	14.555714860499208	17.855040292302547	19.050125144612114	17.643760666317313	21.102140159173995	19.754711555743732	17.58458679884718	23.515718119123825
STAP1	16.643157912070897	5.858501278811136	131.7768732483603	69.346198935914785	248.6415509279503	65.38990604679888	11.744120742813989	10.630951652420011	28.173846175078346	34.83784313878167	39.89064373724096	10.309965018593832	11.91540003664631	10.821598033456889	25.772061811249824	652.4460345450143	429.8852396159274	131.2053657859768	13.759879399108462	46.84994158834031	45.963621820983754	48.79521598043072	44.05387816709664	48.394613802851644	45.71699566604671	45.078324330465115
PADI2	10.313965023052994	38.882038200724935	11.286842046361386	11.170494736091415	11.100715483777554	11.75118494478769	29.006787185518323	23.413506093039455	40.64727638261691	37.75784201957145	27.73787414357147	46.45736862007537	38.0555687385408	244.73973024641066	143.8554027161049	90.0029265195548	109.02161219763958	368.56585046876194	10.169293148614514	10.544692169193342	12.6801161559992	9.054736382145743	10.264015506959558	9.749669675762107	11.911192792329572	11.646443195561893
CLEC7A	14.793602651172527	20.494070495930213	7.942370208809749	8.017247887294499	7.743233933769242	7.993109461048891	11.611284006639904	10.901517024143573	10.703527624450228	46.074992344390836	25.883176532047262	419.7597916639956	73.22370650417396	375.66192799065084	10.09321091132698	7.806451173809445	72.10746564128169	31.802743103850684	21.48705709745224	33.77007369824662	24.671592659918343	23.648583151612716	23.021930537960312	24.889312270121323	55.41484698723449	21.305314016486044
ATF3	11.810419109177811	9.661517334204081	21.044764013559817	32.37393740664797	16.275858151652404	23.472641538577317	17.93934170216194	36.883149650668216	15.089263133309316	54.04773283663607	51.32026050705781	132.43487119433044	548.8821787161306	16.662830020310203	27.805185198721514	41.17735840913963	31.59995635389273	80.67884703573377	21.093747736976816	26.819711667942602	50.182359686915525	20.008303933501345	24.960358147486527	26.907233575766593	25.45109472299693	34.10928884772081
HILPDA	15.042578355974111	19.338918246293975	17.890246742244894	33.97918543536522	38.014826442036004	116.5491662836777	29.490025680733634	41.064090144522986	632.620759960306	34.38494015502418	31.48716334254824	57.62815181839025	72.76119041701052	61.55687380306491	12.381559626898254	18.453634791282493	43.16637638176988	196.9661057634111	29.100606115893953	26.47922862632042	36.14778066934501	10.58623493137204	15.47006861795305	23.75142207806943	25.41092284527703	19.10337328132364
ZNF701	11.340956510834602	139.72694249298252	11.692793759240464	11.315706307626122	12.282372447877707	11.362429184157063	18.484378183687426	17.36224567890997	12.062545727034594	20.70946384060611	23.656643182499547	25.63371969137436	21.226370048253845	19.614695574899315	417.1604333371824	161.88526957659698	26.151664890886757	58.69725641250388	11.439273213034017	31.78304383851606	29.44952482965034	24.15751891429623	28.54429493632622	26.646602796567127	22.84463480164062	32.87263629767958
GFOD1	30.467568571552345	36.9107804111999	11.588815828418548	29.714111428887506	12.915725503621479	40.9212778436721	59.57453738905942	57.35007816437783	79.8049915268146	280.1772535442628	192.31816224385003	82.15467214955937	40.217071061897876	117.79168784110414	14.139545524985046	12.760179847610326	118.40602384227563	244.47748707743645	118.98032127199157	29.693940132615847	31.316483496884253	27.694222201755125	21.876334954795162	25.36504399002383	28.464562348458866	26.901031501498203
CEP70	11.585750249182626	8.774835513844907	8.017678670066354	7.064916656312904	12.053090696278135	7.707330665949063	13.386617873608905	11.89173652465754	10.961114641497932	19.590721441441268	14.789411952770543	11.836902019819187	11.778200489788082	13.925741736554828	33.9771028390194	627.2157484451827	48.28124910318393	15.211114995169574	9.455735857015345	10.054605423660265	12.140235721048784	11.818028621515005	10.391701436768777	10.091747089680048	7.725705010942555	9.687977668701354
CD80	9.782816623894185	10.21171331799235	12.943346134500052	43.22276337168582	11.690202587861078	15.891778664778244	18.08333952237624	21.126592612571674	67.88738769126525	30.241199505053856	25.004643938902255	40.723286877624034	161.54735235553366	43.508018156898544	19.939970065280736	16.322399341853686	26.2804548171203	38.14103486364636	8.420873259709142	24.516271660375672	48.555018125499124	47.69307988125866	67.78544734250659	84.62169060111313	19.84911947687419	110.4876387420576
DPYD	18.03175901301022	50.5480211305538	19.765400848959377	14.015297358222645	18.299760679783343	13.172969837765654	82.99159132961033	25.57342495352661	6.679352468261065	59.119239392532215	42.21466528848313	246.94454074325793	50.75502236521216	45.519683283690476	10.295811372077793	8.973747703823717	175.57333698269247	15.330266833601955	17.216128841814918	130.87314009157876	161.14682565024538	101.07548673804894	98.04183536551477	130.36639637694083	157.41493401572322	114.20143054082625
RHOF	26.29645844694029	46.47390541648186	36.54520496982184	42.989142090847594	34.619173960360335	47.818264673567484	117.94028300008283	62.94584214664318	417.25950531395085	178.86543454636345	107.45618657366431	111.90819446736027	231.46166290639522	45.87072936626226	604.6535175151871	375.4993716836427	35.909255045133435	140.69547737211522	25.62417379724737	18.09145961964909	20.058680368498518	17.052714734137744	12.957412985474638	19.284573128307166	10.858177351838775	18.067201241129865
OSBPL1A	12.78566311632573	14.57593637483077	9.202440573500596	9.511435409002772	9.435485252996612	9.623841776631862	9.35789059825535	8.855399320430626	9.049160703005814	10.400253850808973	8.81290153573096	46.98144010202103	19.10471717182916	15.359838520017256	413.0854578229062	28.0144219578585	32.86278270552482	14.414605032930643	12.8047754971852	42.825797875435654	26.7560784212478	40.37451363869438	34.5848650584407	24.825567378925875	43.85848155450456	29.227903056533265
