BRCA1
KIAA1109
KIAA1731
LSR
MYCBP2
POLR1A
SGSM2
STK36
TRPM7
TSC1
UPF2
YLPM1
PDCD11
CDKN2A
KLF2
LRRK1
MCM5
ELAVL1
SBNO2
TUT1
ANKMY1
CHTF18
DIS3L
EPRS
FGD3
GLTSCR1
PARG
CIITA
HLA-B
NOL9
OSBPL10
CARD11
EHD1
HEATR7A
HERC1
MARK1
SBF1
ANKRD11
NFKB2
AIM1
BCR
BRWD1
GRB2
HIST1H3D
LOC200030
MBTPS1
NUP160
TLN1
TTC3
PDE4DIP
HIST1H1B
TCL1A
ZNF608
ARID4A
CROCC
ZNF721
ADNP
AOC3
EIF2AK2
KIF20A
KPNA2
LARP4B
PIKFYVE
RHOT2
TMEM175
WNK1
PAX5
BCOR
ANKHD1
EHMT1
HDAC7
SETX
SULT1A3
PRDM1
TBL1XR1
CBLB
NF1
BAT2
CXCR4
HLA-DRB5
KLHL21
LIPE
MYO9B
TRIP12
WEE1
ZNF292
KIAA1267
MYO7A
RSL1D1
SMG6
YY1
ETS1
ATP13A1
CCDC88A
CEP192
DHX38
HNRNPUL2
HPS5
ITPR1
JARID2
POU2AF1
PTPRJ
RAI1
SETD1A
SGK223
SGPP1
SVIL
USH2A
WDR90
ZC3H18
TP53
NUP188
TARS2
SYK
BCL7A
CHST2
SETD2
ARAP2
ASXL1
FHOD1
MICAL3
PDPK1
RASAL3
SACS
SEL1L3
USP28
ZNF638
TRIOBP
ATM
BIRC6
MET
PIM2
ALMS1
PIK3R1
PIM1
BRD4
CCHCR1
COL22A1
MCART1
MIA3
PDPR
RBM12B
ZAK
BCL2
TOX
DTX1
ABCC3
KIAA0562
RELA
PTPRK
HLA-A
GAA
PER1
NCOR1
PWWP2A
STAT6
TMEM30A
BCL10
DIDO1
PLCG2
DNMBP
SRRT
ARID1A
CCND3
CD83
HIST1H1D
UBR5
BOP1
PLXNB2
TP73
BTBD3
NIN
CDK13
DNMT1
HNF1B
INPP5D
KIAA1217
MAST4
RAC2
TNKS1BP1
TOPBP1
UPF1
USP9Y
ZNFX1
DUSP2
SETD1B
BTG2
MYC
CNOT1
NUP210
SGCE
KIAA1609
TLN2
BCL9
IL10RA
EBF1
EP300
IRF4
RRAGC
EZH2
RARA
UBE2A
STAG2
FOXP1
ETV6
WHSC1
INO80
ZFP36L1
CD58
CD79B
HLA-DRB1
PRKCB
IRF8
SETD5
EIF4A2
TNIP1
HIST1H1E
CUL7
HNRNPU
GOLGA8A
SORL1
ZFC3H1
KMT2D
TET2
ATRX
ZSWIM6
IFIH1
IL17RA
ZNF248
DDX3X
BRAF
IKZF3
TNFRSF14
ARID4B
COL6A3
JMJD1C
KCMF1
KIF20B
MDN1
PITRM1
SEC16A
SH3PXD2A
TLR2
UTP20
EIF3B
FNBP1
IARS
BTK
HIST1H2BC
DAZAP1
CREBBP
POU2F2
IL16
TNFAIP3
PTPN6
NOTCH2
PRKDC
BTG1
FAS
GNA13
PPP1R9B
GOLGA5
PTEN
BCL6
JUP
RHOA
ANXA8
CD36
KDM2B
MYH9
NUMA1
RC3H1
DDX10
MLL3
MGA
HIST1H1C
DCAF6
USP34
LOC729991-MEF2B
ANKRD17
FAM38A
LRRC37A
ZFAT
ACTG1
EIF3C
KRAS
MAP4K4
RASA4
DNMT3A
EIF2AK4
KIAA1797
NUP133
ZEB2
CCDC88C
RFTN1
MPEG1
MCL1
CD70
AP3M1
HRAS
NCOR2
RNF31
SOCS3
MAGT1
ARHGAP21
GPRIN1
MAN1A2
ZFYVE1
BCL11A
STAT3
FBXW7
FAM5C
ZC3H12A
P2RY8
ATR
MTOR
BRD2
FANCA
CD22
MAP2K1
JUNB
NFKBIA
C10orf18
SPEN
ARHGEF10L
SGK1
ITPKB
PIK3CD
CHD8
DICER1
HEATR1
KIAA0922
B2M
KIAA0467
RB1
GNAS
SRRM2
CHD1
SF3B1
ACTB
MEF2B
KLHL6
CXCR5
FUBP1
WAC
HK3
NLRC5
GNAI2
SOCS1
NFKBIE
SMARCA4
PRKCD
S1PR2
MSH2
WDFY4
ARID5B
ARHGEF1
HLA-DMB
ID3
IKBKB
XPO1
ABCC10
ACSS2
ADAM19
AFF1
APOB
ARMC10
C19orf25
C5orf34
CAT
CFTR
CHST12
CYP27B1
GOLGA6C
HDAC2
HIST1H2AL
HOXD8
IL1R2
LPCAT4
LRRN1
MAK16
MAP4K3
MS4A1
MSH3
NCF4
NEK7
PDCD2
PI4K2B
PLXNA2
PRPSAP1
PUS7
RGS12
SH2D3C
SLC35E2
SLC44A2
SNX2
SPAG9
TMEM128
VPS33B
WDR82
WHAMM
XRCC3
ZNF267
ZNF628
ZNF84
